time,task,seed,timesteps,reward,cpu_percent,mem_percent,load1,load5,load15,mem_available_mb,mem_total_mb,swap_used_mb,swap_total_mb,swap_percent
1787281022.2772167,balance,seed00,4005888.0,-18.8337,9.3,50.1,0.8974609375,0.76708984375,0.84716796875,7827.15234375,15696.51953125,0.59765625,4095.99609375,0.0
1787281022.2772167,full_chain,seed00,5905888.0,-9.4164,9.3,50.1,0.8974609375,0.76708984375,0.84716796875,7827.15234375,15696.51953125,0.59765625,4095.99609375,0.0
1787281022.2772167,full_chain_simple,seed00,4005888.0,511.9575,9.3,50.1,0.8974609375,0.76708984375,0.84716796875,7827.15234375,15696.51953125,0.59765625,4095.99609375,0.0
1787281022.2772167,traverse_curve,seed00,4000240.0,-6.0819,9.3,50.1,0.8974609375,0.76708984375,0.84716796875,7827.15234375,15696.51953125,0.59765625,4095.99609375,0.0
1787281022.2772167,traverse_flat_slope,seed00,4001376.0,7.334,9.3,50.1,0.8974609375,0.76708984375,0.84716796875,7827.15234375,15696.51953125,0.59765625,4095.99609375,0.0
1787281022.2772167,traverse_slope,seed00,8006416.0,8.1236,9.3,50.1,0.8974609375,0.76708984375,0.84716796875,7827.15234375,15696.51953125,0.59765625,4095.99609375,0.0
1787281055.5026069,balance,seed00,4005888.0,-18.8337,19.2,50.6,1.24267578125,0.873046875,0.880859375,7760.91796875,15696.51953125,0.59765625,4095.99609375,0.0
1787281055.5026069,full_chain,seed00,5905888.0,-9.4164,19.2,50.6,1.24267578125,0.873046875,0.880859375,7760.91796875,15696.51953125,0.59765625,4095.99609375,0.0
1787281055.5026069,full_chain_simple,seed00,4005888.0,511.9575,19.2,50.6,1.24267578125,0.873046875,0.880859375,7760.91796875,15696.51953125,0.59765625,4095.99609375,0.0
1787281055.5026069,traverse_curve,seed00,4000240.0,-6.0819,19.2,50.6,1.24267578125,0.873046875,0.880859375,7760.91796875,15696.51953125,0.59765625,4095.99609375,0.0
1787281055.5026069,traverse_flat_slope,seed00,4001376.0,7.334,19.2,50.6,1.24267578125,0.873046875,0.880859375,7760.91796875,15696.51953125,0.59765625,4095.99609375,0.0
1787281055.5026069,traverse_slope,seed00,8006416.0,8.1236,19.2,50.6,1.24267578125,0.873046875,0.880859375,7760.91796875,15696.51953125,0.59765625,4095.99609375,0.0
1787281088.824004,balance,seed00,4005888.0,-18.8337,21.8,51.1,1.33984375,0.9345703125,0.90283203125,7679.62890625,15696.51953125,0.59765625,4095.99609375,0.0
1787281088.824004,full_chain,seed00,5905888.0,-9.4164,21.8,51.1,1.33984375,0.9345703125,0.90283203125,7679.62890625,15696.51953125,0.59765625,4095.99609375,0.0
1787281088.824004,full_chain_simple,seed00,4005888.0,511.9575,21.8,51.1,1.33984375,0.9345703125,0.90283203125,7679.62890625,15696.51953125,0.59765625,4095.99609375,0.0
1787281088.824004,traverse_curve,seed00,4000240.0,-6.0819,21.8,51.1,1.33984375,0.9345703125,0.90283203125,7679.62890625,15696.51953125,0.59765625,4095.99609375,0.0
1787281088.824004,traverse_flat_slope,seed00,4001376.0,7.334,21.8,51.1,1.33984375,0.9345703125,0.90283203125,7679.62890625,15696.51953125,0.59765625,4095.99609375,0.0
1787281088.824004,traverse_slope,seed00,8006416.0,8.1236,21.8,51.1,1.33984375,0.9345703125,0.90283203125,7679.62890625,15696.51953125,0.59765625,4095.99609375,0.0
1787281121.9934094,balance,seed00,4005888.0,-18.8337,29.7,52.0,1.529296875,1.02294921875,0.93359375,7528.05859375,15696.51953125,0.59765625,4095.99609375,0.0
1787281121.9934094,full_chain,seed00,5905888.0,-9.4164,29.7,52.0,1.529296875,1.02294921875,0.93359375,7528.05859375,15696.51953125,0.59765625,4095.99609375,0.0
1787281121.9934094,full_chain_simple,seed00,4005888.0,511.9575,29.7,52.0,1.529296875,1.02294921875,0.93359375,7528.05859375,15696.51953125,0.59765625,4095.99609375,0.0
1787281121.9934094,traverse_curve,seed00,4000240.0,-6.0819,29.7,52.0,1.529296875,1.02294921875,0.93359375,7528.05859375,15696.51953125,0.59765625,4095.99609375,0.0
1787281121.9934094,traverse_flat_slope,seed00,4001376.0,7.334,29.7,52.0,1.529296875,1.02294921875,0.93359375,7528.05859375,15696.51953125,0.59765625,4095.99609375,0.0
1787281121.9934094,traverse_slope,seed00,8006416.0,8.1236,29.7,52.0,1.529296875,1.02294921875,0.93359375,7528.05859375,15696.51953125,0.59765625,4095.99609375,0.0
1787281155.4569182,balance,seed00,4005888.0,-18.8337,5.5,52.2,1.39794921875,1.05078125,0.947265625,7502.51171875,15696.51953125,0.59765625,4095.99609375,0.0
1787281155.4569182,full_chain,seed00,5905888.0,-9.4164,5.5,52.2,1.39794921875,1.05078125,0.947265625,7502.51171875,15696.51953125,0.59765625,4095.99609375,0.0
1787281155.4569182,full_chain_simple,seed00,4005888.0,511.9575,5.5,52.2,1.39794921875,1.05078125,0.947265625,7502.51171875,15696.51953125,0.59765625,4095.99609375,0.0
1787281155.4569182,traverse_curve,seed00,4000240.0,-6.0819,5.5,52.2,1.39794921875,1.05078125,0.947265625,7502.51171875,15696.51953125,0.59765625,4095.99609375,0.0
1787281155.4569182,traverse_flat_slope,seed00,4001376.0,7.334,5.5,52.2,1.39794921875,1.05078125,0.947265625,7502.51171875,15696.51953125,0.59765625,4095.99609375,0.0
1787281155.4569182,traverse_slope,seed00,8006416.0,8.1236,5.5,52.2,1.39794921875,1.05078125,0.947265625,7502.51171875,15696.51953125,0.59765625,4095.99609375,0.0
1787281188.3490922,balance,seed00,4005888.0,-18.8337,5.0,50.9,1.14697265625,1.0283203125,0.943359375,7702.34765625,15696.51953125,0.59765625,4095.99609375,0.0
1787281188.3490922,full_chain,seed00,5905888.0,-9.4164,5.0,50.9,1.14697265625,1.0283203125,0.943359375,7702.34765625,15696.51953125,0.59765625,4095.99609375,0.0
1787281188.3490922,full_chain_simple,seed00,4005888.0,511.9575,5.0,50.9,1.14697265625,1.0283203125,0.943359375,7702.34765625,15696.51953125,0.59765625,4095.99609375,0.0
1787281188.3490922,traverse_curve,seed00,4000240.0,-6.0819,5.0,50.9,1.14697265625,1.0283203125,0.943359375,7702.34765625,15696.51953125,0.59765625,4095.99609375,0.0
1787281188.3490922,traverse_flat_slope,seed00,4001376.0,7.334,5.0,50.9,1.14697265625,1.0283203125,0.943359375,7702.34765625,15696.51953125,0.59765625,4095.99609375,0.0
1787281188.3490922,traverse_slope,seed00,8006416.0,8.1236,5.0,50.9,1.14697265625,1.0283203125,0.943359375,7702.34765625,15696.51953125,0.59765625,4095.99609375,0.0
1787281220.9873912,balance,seed00,4005888.0,-18.8337,3.8,51.3,0.94091796875,0.9921875,0.9345703125,7650.0546875,15696.51953125,0.59765625,4095.99609375,0.0
1787281220.9873912,full_chain,seed00,5905888.0,-9.4164,3.8,51.3,0.94091796875,0.9921875,0.9345703125,7650.0546875,15696.51953125,0.59765625,4095.99609375,0.0
1787281220.9873912,full_chain_simple,seed00,4005888.0,511.9575,3.8,51.3,0.94091796875,0.9921875,0.9345703125,7650.0546875,15696.51953125,0.59765625,4095.99609375,0.0
1787281220.9873912,traverse_curve,seed00,4000240.0,-6.0819,3.8,51.3,0.94091796875,0.9921875,0.9345703125,7650.0546875,15696.51953125,0.59765625,4095.99609375,0.0
1787281220.9873912,traverse_flat_slope,seed00,4001376.0,7.334,3.8,51.3,0.94091796875,0.9921875,0.9345703125,7650.0546875,15696.51953125,0.59765625,4095.99609375,0.0
1787281220.9873912,traverse_slope,seed00,8006416.0,8.1236,3.8,51.3,0.94091796875,0.9921875,0.9345703125,7650.0546875,15696.51953125,0.59765625,4095.99609375,0.0
1787281253.6215694,balance,seed00,4005888.0,-18.8337,3.8,50.9,0.626953125,0.91162109375,0.908203125,7699.28125,15696.51953125,0.59765625,4095.99609375,0.0
1787281253.6215694,full_chain,seed00,5905888.0,-9.4164,3.8,50.9,0.626953125,0.91162109375,0.908203125,7699.28125,15696.51953125,0.59765625,4095.99609375,0.0
1787281253.6215694,full_chain_simple,seed00,4005888.0,511.9575,3.8,50.9,0.626953125,0.91162109375,0.908203125,7699.28125,15696.51953125,0.59765625,4095.99609375,0.0
1787281253.6215694,traverse_curve,seed00,4000240.0,-6.0819,3.8,50.9,0.626953125,0.91162109375,0.908203125,7699.28125,15696.51953125,0.59765625,4095.99609375,0.0
1787281253.6215694,traverse_flat_slope,seed00,4001376.0,7.334,3.8,50.9,0.626953125,0.91162109375,0.908203125,7699.28125,15696.51953125,0.59765625,4095.99609375,0.0
1787281253.6215694,traverse_slope,seed00,8006416.0,8.1236,3.8,50.9,0.626953125,0.91162109375,0.908203125,7699.28125,15696.51953125,0.59765625,4095.99609375,0.0
1787281286.2849777,balance,seed00,4005888.0,-18.8337,2.1,51.1,0.64453125,0.888671875,0.90087890625,7679.33203125,15696.51953125,0.59765625,4095.99609375,0.0
1787281286.2849777,full_chain,seed00,5905888.0,-9.4164,2.1,51.1,0.64453125,0.888671875,0.90087890625,7679.33203125,15696.51953125,0.59765625,4095.99609375,0.0
1787281286.2849777,full_chain_simple,seed00,4005888.0,511.9575,2.1,51.1,0.64453125,0.888671875,0.90087890625,7679.33203125,15696.51953125,0.59765625,4095.99609375,0.0
1787281286.2849777,traverse_curve,seed00,4000240.0,-6.0819,2.1,51.1,0.64453125,0.888671875,0.90087890625,7679.33203125,15696.51953125,0.59765625,4095.99609375,0.0
1787281286.2849777,traverse_flat_slope,seed00,4001376.0,7.334,2.1,51.1,0.64453125,0.888671875,0.90087890625,7679.33203125,15696.51953125,0.59765625,4095.99609375,0.0
1787281286.2849777,traverse_slope,seed00,8006416.0,8.1236,2.1,51.1,0.64453125,0.888671875,0.90087890625,7679.33203125,15696.51953125,0.59765625,4095.99609375,0.0
1787281318.9175036,balance,seed00,4005888.0,-18.8337,7.1,50.4,0.7197265625,0.88427734375,0.900390625,7786.8359375,15696.51953125,0.59765625,4095.99609375,0.0
1787281318.9175036,full_chain,seed00,5905888.0,-9.4164,7.1,50.4,0.7197265625,0.88427734375,0.900390625,7786.8359375,15696.51953125,0.59765625,4095.99609375,0.0
1787281318.9175036,full_chain_simple,seed00,4005888.0,511.9575,7.1,50.4,0.7197265625,0.88427734375,0.900390625,7786.8359375,15696.51953125,0.59765625,4095.99609375,0.0
1787281318.9175036,traverse_curve,seed00,4000240.0,-6.0819,7.1,50.4,0.7197265625,0.88427734375,0.900390625,7786.8359375,15696.51953125,0.59765625,4095.99609375,0.0
1787281318.9175036,traverse_flat_slope,seed00,4001376.0,7.334,7.1,50.4,0.7197265625,0.88427734375,0.900390625,7786.8359375,15696.51953125,0.59765625,4095.99609375,0.0
1787281318.9175036,traverse_slope,seed00,8006416.0,8.1236,7.1,50.4,0.7197265625,0.88427734375,0.900390625,7786.8359375,15696.51953125,0.59765625,4095.99609375,0.0
1787281351.7393386,balance,seed00,4005888.0,-18.8337,7.5,50.6,0.86474609375,0.8984375,0.90625,7760.3046875,15696.51953125,0.59765625,4095.99609375,0.0
1787281351.7393386,full_chain,seed00,5905888.0,-9.4164,7.5,50.6,0.86474609375,0.8984375,0.90625,7760.3046875,15696.51953125,0.59765625,4095.99609375,0.0
1787281351.7393386,full_chain_simple,seed00,4005888.0,511.9575,7.5,50.6,0.86474609375,0.8984375,0.90625,7760.3046875,15696.51953125,0.59765625,4095.99609375,0.0
1787281351.7393386,traverse_curve,seed00,4000240.0,-6.0819,7.5,50.6,0.86474609375,0.8984375,0.90625,7760.3046875,15696.51953125,0.59765625,4095.99609375,0.0
1787281351.7393386,traverse_flat_slope,seed00,4001376.0,7.334,7.5,50.6,0.86474609375,0.8984375,0.90625,7760.3046875,15696.51953125,0.59765625,4095.99609375,0.0
1787281351.7393386,traverse_slope,seed00,8006416.0,8.1236,7.5,50.6,0.86474609375,0.8984375,0.90625,7760.3046875,15696.51953125,0.59765625,4095.99609375,0.0
1787281384.4157705,balance,seed00,4005888.0,-18.8337,6.8,50.2,0.5859375,0.8271484375,0.8828125,7820.90625,15696.51953125,0.59765625,4095.99609375,0.0
1787281384.4157705,full_chain,seed00,5905888.0,-9.4164,6.8,50.2,0.5859375,0.8271484375,0.8828125,7820.90625,15696.51953125,0.59765625,4095.99609375,0.0
1787281384.4157705,full_chain_simple,seed00,4005888.0,511.9575,6.8,50.2,0.5859375,0.8271484375,0.8828125,7820.90625,15696.51953125,0.59765625,4095.99609375,0.0
1787281384.4157705,traverse_curve,seed00,4000240.0,-6.0819,6.8,50.2,0.5859375,0.8271484375,0.8828125,7820.90625,15696.51953125,0.59765625,4095.99609375,0.0
1787281384.4157705,traverse_flat_slope,seed00,4001376.0,7.334,6.8,50.2,0.5859375,0.8271484375,0.8828125,7820.90625,15696.51953125,0.59765625,4095.99609375,0.0
1787281384.4157705,traverse_slope,seed00,8006416.0,8.1236,6.8,50.2,0.5859375,0.8271484375,0.8828125,7820.90625,15696.51953125,0.59765625,4095.99609375,0.0
1787281417.0300753,balance,seed00,4005888.0,-18.8337,17.9,51.6,0.4794921875,0.76806640625,0.8603515625,7602.29296875,15696.51953125,0.59765625,4095.99609375,0.0
1787281417.0300753,full_chain,seed00,5905888.0,-9.4164,17.9,51.6,0.4794921875,0.76806640625,0.8603515625,7602.29296875,15696.51953125,0.59765625,4095.99609375,0.0
1787281417.0300753,full_chain_simple,seed00,4005888.0,511.9575,17.9,51.6,0.4794921875,0.76806640625,0.8603515625,7602.29296875,15696.51953125,0.59765625,4095.99609375,0.0
1787281417.0300753,traverse_curve,seed00,4000240.0,-6.0819,17.9,51.6,0.4794921875,0.76806640625,0.8603515625,7602.29296875,15696.51953125,0.59765625,4095.99609375,0.0
1787281417.0300753,traverse_flat_slope,seed00,4001376.0,7.334,17.9,51.6,0.4794921875,0.76806640625,0.8603515625,7602.29296875,15696.51953125,0.59765625,4095.99609375,0.0
1787281417.0300753,traverse_slope,seed00,8006416.0,8.1236,17.9,51.6,0.4794921875,0.76806640625,0.8603515625,7602.29296875,15696.51953125,0.59765625,4095.99609375,0.0
1787281450.3198698,balance,seed00,4005888.0,-18.8337,19.9,51.2,1.11669921875,0.8916015625,0.8994140625,7666.484375,15696.51953125,0.59765625,4095.99609375,0.0
